,age_group,education,country,music,artist_name,featured_artists,avg_plays_per_user,song_age,user_favorite_genre,user_genre_diversity,user_genre_affinity,energy_acousticness_ratio
11217,Teen, Undergraduate , Non-Urban ,Daylight,Maroon 5,"The Black Keys, Jorja Smith, Michael Jackson, MF DOOM, Jack Harlow",664.3333333333334,12,Classical,2,158.0,0.1472893576737178
11218,Teen, Undergraduate , Non-Urban ,White Mustang,Lana Del Rey,"Lauv, WILLOW, Bob Marley & The Wailers",664.3333333333334,24,Classical,2,1835.0,0.136027658958818
11219,Teen, Undergraduate , Non-Urban ,Teenage Dream,Katy Perry,"The Weeknd, Glee Cast",664.3333333333334,14,Classical,2,158.0,0.11805832512619685
11220,Senior, Undergraduate , Non-Urban ,Whole Heart - Young Bombs Remix,Gryffin,Foo Fighters,138.0,24, Blues,1,138.0,1.17146032158844
11221,Elderly, High School , Non-Urban ,Lotus Flower Bomb - feat. Miguel,Wale,"Nickelback, WILLOW, Nina Simone, T-Pain",726.5,13,Dance/Electronic,2,355.0,1.776675154347461
11222,Teen, High School , Non-Urban ,It Just Comes Natural,George Strait,"Reik, King Von, Harry Styles, Morgan Wallen, BONES",19.5,18, Hip-Hop,1,39.0,1.4606469887215698
11223,Teen, High School , Non-Urban ,Icarus - Ghost Loft Remix,R3HAB,"Joji, Danna Paola",19.5,24, Hip-Hop,1,39.0,2.253793071158316
11224,Elderly, High School , Urban ,Poplar St,Glass Animals,"Fetty Wap, Camila Cabello, James TW",1.0,24, Folk/Acoustic,1,1.0,3.823720127155263
11225,Teen, High School , Non-Urban ,Wrapped Up,Olly Murs,"Andrés Calamaro, Darell, Hans Zimmer",576.0,24, Soul,1,576.0,0.9515650786863676
11226,Adult, High School , Urban ,Give It All,Rise Against,"BØRNS, Post Malone, Brett Young, Alesso",181.33333333333334,24, Hip-Hop,1,544.0,2.050223119195213
11227,Adult, High School , Urban ,Deathbeds,Bring Me The Horizon,"BLACKPINK, ZHU, Lofi Fruits Music, Blur",181.33333333333334,11, Hip-Hop,1,544.0,1.4139264962980145
11228,Adult, High School , Urban ,Kush - Main,Dr. Dre,"The Notorious B.I.G., Angus & Julia Stone, DENNIS, Mike Perry",181.33333333333334,24, Hip-Hop,1,544.0,0.003704827074622453
11229,Young Adult, Middle School , Non-Urban ,Iris,The Goo Goo Dolls,"Ella Henderson, Robin Schulz",1019.1666666666666,26, Blues,6,917.0,571.9995424003661
11230,Young Adult, Middle School , Non-Urban ,The Real Slim Shady,Eminem,Los Ángeles Azules,1019.1666666666666,24, Blues,6,1495.0,21.887416493794156
11231,Young Adult, Middle School , Non-Urban ,Birthday Sex - Up-Tempo (Bonus Track),Jeremih,"David Bowie, George Michael, Mon Laferte, Talking Heads",1019.1666666666666,24, Blues,6,1501.0,0.7405143643525999
11232,Elderly, High School , Non-Urban ,Hype,Drake,"SAINt JHN, Radiohead, Rise Against",1.0,8,Rap,1,1.0,0.06810521906892543
11233,Senior, Graduate , Urban ,Love On Top,Beyoncé,"Dominic Fike, Aitana, Carrie Underwood, Alice In Chains, NLE Choppa",137.5,13, Jazz,2,1.0,2.4644902728718043
11234,Senior, Graduate , Urban ,Butterfly Effect,Travis Scott,"Nirvana, Sum 41, Ali Gatie, Goodboys",137.5,24, Jazz,2,274.0,0.808195016291245
11235,Senior, High School , Non-Urban ,(If You're Wondering If I Want You To) I Want You To,Weezer,"Sasha Alex Sloan, Usher",1020.0,24, Easy Listening,1,1020.0,2.4419369599624114
11236,Senior, Middle School , Urban ,679 (feat. Remy Boyz),Fetty Wap,"Don Omar, Sade, Tiësto, John Mayer",548.0,9,Hiphop,1,548.0,280.07801559452514
11237,Young Adult, Middle School , Urban ,Sunset Lover,Petit Biscuit,"Britney Spears, Conor Maynard, Imagine Dragons",271.0,7,Jazz,2,541.0,0.4482330988755647
11238,Young Adult, Middle School , Urban ,Do What I Want,Lil Uzi Vert,"Major Lazer, Bryant Myers, Bryce Vine, Petit Biscuit",271.0,8,Jazz,2,1.0,3.9360714429916404
11239,Adult, Undergraduate , Non-Urban ,Just Dance,Lady Gaga,"Led Zeppelin, Avenged Sevenfold, ZHU, Trevor Daniel",1.0,16, Classical,1,1.0,0.14297450462638217
11240,Teen, Middle School , Urban ,Cosmic Love,Florence + The Machine,"Alec Benjamin, Pop Smoke, Rod Wave, Led Zeppelin",606.6666666666666,15, Hip-Hop,3,440.0,0.760817292495895
11241,Teen, Middle School , Urban ,Un Polvo,Maluma,"NIKI, J Balvin, Yo Gotti, Camila Cabello, Miley Cyrus",606.6666666666666,8, Hip-Hop,3,1219.0,1.3487875160428098
11242,Teen, Middle School , Urban ,Mr. Jones,Counting Crows,"Arctic Monkeys, James Blunt, Aloe Blacc",606.6666666666666,31, Hip-Hop,3,161.0,0.3205988394040162
11243,Senior, Graduate , Urban ,Pipe It Up,Migos,"Frédéric Chopin, Elton John, Jonas Brothers, Romeo Santos, La Oreja de Van Gogh",357.0,24, Classical,1,357.0,3.173034344499054
11244,Teen, Undergraduate , Non-Urban ,Immortals,Fall Out Boy,Alec Benjamin,931.0,24,Classical,2,1101.0,0.6580980599497832
11245,Teen, Undergraduate , Non-Urban ,One Last Time,Ariana Grande,"(G)I-DLE, The Chainsmokers, Carlos Vives, Lily Allen",931.0,24,Classical,2,761.0,1.5647637239371275
11246,Teen, Graduate , Non-Urban ,Whatever Happened To Christmas?,Frank Sinatra,"Hillsong Worship, Daryl Hall & John Oates, La Arrolladora Banda El Limón De Rene Camacho",675.0,24,Rock,2,1.0,0.9923661822870525
11247,Adult, High School , Urban ,If I Ain't Got You,Alicia Keys,"blackbear, Swedish House Mafia, Louis Tomlinson",1.0,21,Emo,1,1.0,0.7363184067391072
11248,Teen, High School , Urban ,Irreplaceable,Beyoncé,"All Time Low, Ella Henderson, Halsey",590.0,18,RnB,1,590.0,1.7583035486006646
11249,Senior, High School , Urban ,Gonna,Blake Shelton,"Fifth Harmony, Amy Winehouse, JID",1.0,24, Dance/Electronic,2,1.0,1.1746821638553684
11250,Senior, High School , Urban ,I Don't Fuck With You,Big Sean,"My Chemical Romance, Bibi und Tina",1.0,24, Dance/Electronic,2,1.0,1.7136212021026742
11251,Elderly, Undergraduate , Non-Urban ,Secrets,OneRepublic,"Kontra K, Willie Nelson, Mary J. Blige, Lunay, DJ Luian",472.0,24, Classical,2,31.0,5.230274285459504
11252,Teen, Graduate , Urban ,Bitch Better Have My Money,Rihanna,"Liam Payne, Jack Harlow, Kontra K, Logic, Rita Ora",178.0,24,Hiphop,1,178.0,0.9848845612394835
11253,Teen, Graduate , Urban ,Calm Down,G-Eazy,Sech,623.0,9,Rap,1,623.0,3.1947152816108813
11254,Elderly, Graduate , Non-Urban ,Say It Ain't So,Weezer,"John Lennon, Gavin James, PnB Rock",1265.5,24, Folk/Acoustic,2,1984.0,0.9388273595869148
11255,Elderly, Graduate , Non-Urban ,True Feeling - Galantis & shndō VIP Mix,Galantis,Nas,1265.5,24, Folk/Acoustic,2,547.0,0.8950120047674309
11256,Senior, Undergraduate , Non-Urban ,If I Ever Fall In Love,Pentatonix,Major Lazer,1.0,24, Rock,2,1.0,0.2540403841328028
11257,Elderly, High School , Urban ,What Was I Thinkin',Dierks Bentley,"beabadoobee, Jack & Jack, Kontra K, Juan Luis Guerra 4.40",1.0,21, Classical,1,1.0,1.1239902899524539
11258,Senior, Middle School , Non-Urban ,PRBLMS,6LACK,"Gorillaz, The National, Brent Faiyaz, System Of A Down",1.0,8,Jazz,1,1.0,0.49259667733283935
11259,Elderly, Middle School , Urban ,Try,P!nk,Danny Ocean,1.0,12,Dance/Electronic,1,1.0,0.2553520108889384
11260,Senior, Graduate , Urban ,Entra en Mi Vida,Sin Bandera,"Marracash, Nina Simone, Sigala, Bullet For My Valentine, Bazzi",1566.0,23, Christian/Gospel,1,1566.0,1.7169278001606463
11261,Senior, Middle School , Urban ,The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber,"Rise Against, Chencho Corleone",1271.0,24,Rock,1,1271.0,6.689763045107836
11262,Adult, Undergraduate , Non-Urban ,"Me, Myself & I",G-Eazy,"Ali Gatie, Calvin Harris, Jax Jones",739.0,9, Classical,1,739.0,36.63043279182431
11263,Senior, High School , Non-Urban ,Talking To The Moon,Bruno Mars,"BROCKHAMPTON, Bon Iver, *NSYNC, Jacquees, Chris Young",118.0,14,Emo,1,118.0,1.1545988235722136
11264,Adult, Undergraduate , Non-Urban ,You Broke,YG,"YUNGBLUD, The Kooks",1.0,24, Country,1,1.0,1.2289391956713975
11265,Teen, Middle School , Non-Urban ,Come Home,OneRepublic,"Electric Light Orchestra, Showtek, Pentatonix",413.0,24,Emo,1,413.0,31.94264266980717
11266,Teen, High School , Urban ,Glory And Gore,Lorde,"A$AP Ferg, BLACKPINK, Annie Lennox",179.0,24, Pop,3,714.0,0.18281573428198333
11267,Teen, High School , Urban ,Shut It Down,Drake,"Post Malone, Brent Faiyaz",179.0,24, Pop,3,1.0,0.37549750733663056
11268,Teen, High School , Urban ,Before He Cheats,Carrie Underwood,"Rammstein, Madonna",179.0,19, Pop,3,1.0,2.7638376281777206
11269,Teen, High School , Urban ,Rack City,Tyga,"Los Tucanes De Tijuana, Joel Corry",179.0,12, Pop,3,714.0,18.2776512554364
11270,Adult, Undergraduate , Non-Urban ,Hands On The Wheel,ScHoolboy Q,The Cure,1.0,12, Country  ,2,1.0,0.6138041623138353
11271,Adult, Undergraduate , Non-Urban ,Counting Stars,OneRepublic,"The Weeknd, Gusttavo Lima, Lenny Kravitz, Surfaces, Timmy Trumpet",1.0,24, Country  ,2,1.0,0.7617159016252646
11272,Teen, Graduate , Urban ,Three Little Birds,Bob Marley & The Wailers,"Dean Martin, Charlie Brown Jr., DENNIS",486.0,24,Rock,1,486.0,0.3756182829161066
11273,Teen, Middle School , Urban ,Too Many Years,Kodak Black,"Sofía Reyes, The Beach Boys, Cali Y El Dandee, Red Velvet",1.0,24,Underground Rap,1,1.0,0.2768015662027079
11274,Adult, Undergraduate , Urban ,Break Free,Ariana Grande,Julia Michaels,398.0,24, Soul,1,398.0,1.6759596767998903
11275,Adult, Graduate , Urban ,American Soldier,Toby Keith,"Fall Out Boy, Marc Anthony",283.5,24, Hip-Hop,2,1.0,1.2044833631113905
11276,Adult, Graduate , Urban ,One Last Time,Ariana Grande,Avenged Sevenfold,283.5,24, Hip-Hop,2,566.0,1.784918678401676
11277,Elderly, Graduate , Non-Urban ,Into The Mystic,Van Morrison,"Migos, Lil Dicky, Capital Bra, Jon Pardi, Rage Against The Machine",154.0,54, Easy Listening,1,154.0,1.4667232673181378
11278,Elderly, Graduate , Non-Urban ,You And I,Lady Gaga,"B.o.B, Kenny Chesney, Tainy, OMI, Pineapple StormTv",114.0,13, Christian/Gospel,2,1.0,0.3495670531618539
11279,Elderly, Graduate , Non-Urban ,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Kid Cudi,"MAGIC!, Alesso, Mary J. Blige, Showtek, Gemitaiz",114.0,14, Christian/Gospel,2,227.0,1.1278230805055638
11280,Teen, Middle School , Non-Urban ,Bar at the End of the World,Kenny Chesney,"Gemitaiz, Destiny's Child, Glee Cast, Liam Payne",1.0,24, Dance/Electronic,2,1.0,0.58215906509717
11281,Teen, Middle School , Non-Urban ,Wild In Your Smile,Dustin Lynch,"Regard, Sum 41, The Rolling Stones, TWICE",1.0,24, Dance/Electronic,2,1.0,2.7618549340286562
11282,Senior, Graduate , Urban ,This Is What You Came For - Bobby Puma Remix,Calvin Harris,"Ben Howard, ANAVITÓRIA, The Black Keys, Quinn XCII, Mac Miller",1.0,24, Classical,1,1.0,5.613347837088176
11283,Teen, Middle School , Urban ,Low Life,Future,"Dr. Dre, Harry Styles, Avril Lavigne, Dominic Fike, iann dior",64.5,8,Hiphop,2,128.0,11.081646706495315
11284,Teen, Middle School , Urban ,X (feat. Future),21 Savage,"Ufo361, Avenged Sevenfold, John Williams",64.5,8,Hiphop,2,1.0,0.7226874054630557
11285,Elderly, Graduate , Non-Urban ,Goodies,Ciara,"The Who, Portugal. The Man",1.0,20, Classical,3,1.0,7.689441668260493
11286,Elderly, Graduate , Non-Urban ,Rich Girl,Daryl Hall & John Oates,"BROCKHAMPTON, Ramin Djawadi",1.0,48, Classical,3,2.0,4.105487557294089
11287,Elderly, Graduate , Non-Urban ,Time For Love,Chris Brown,"Tory Lanez, Drake, Audioslave",1.0,24, Classical,3,2.0,1.1438739741849706
11288,Senior, High School , Non-Urban ,Years - Radio Edit,Alesso,Lil Yachty,1.0,9, Easy Listening,1,1.0,1.090978119101344
11289,Teen, High School , Urban ,Sunday Morning,Maroon 5,"Dustin Lynch, Junior H, Clean Bandit, Samra, Marc Anthony",620.5,22, Pop,2,640.0,0.9433941865239607
11290,Teen, High School , Urban ,Certain Things,James Arthur,"Alejandro Sanz, Machine Gun Kelly, Lil Yachty, Ski Mask The Slump God",620.5,24, Pop,2,601.0,1.0991667842149273
11291,Senior, Middle School , Non-Urban ,Nothin' On You (feat. Bruno Mars),B.o.B,Mumford & Sons,427.0,14,Dance/Electronic,2,1.0,1.8904311834188172
11292,Senior, Middle School , Non-Urban ,Hot Air Balloon,Owl City,Nickelback,427.0,24,Dance/Electronic,2,853.0,0.9747859983754897
11293,Young Adult, High School , Urban ,Give Me Love,Ed Sheeran,"Mora, Beret, Steve Lacy, Axwell /\ Ingrosso",1.0,13, Hip-Hop,2,1.0,0.7173067737642993
11294,Young Adult, High School , Urban ,Like a Boy,Ciara,"2Pac, Damso, The Goo Goo Dolls, Bizarrap, Lofi Fruits Music",1.0,18, Hip-Hop,2,1.0,0.9102634697261739
11295,Senior, Undergraduate , Urban ,Lemme Freak,Lil Dicky,"Ne-Yo, ZAYN",384.0,24, Soul,1,384.0,2.453562989652584
11296,Senior, Middle School , Non-Urban ,Inner City Blues (Make Me Wanna Holler),Marvin Gaye,"Black Eyed Peas, Samra, The Clash, Flume",201.0,24,Dance/Electronic,1,201.0,0.017679290062825474
11297,Senior, Undergraduate , Non-Urban ,Strip That Down,Liam Payne,"Damso, Mac Miller",456.0,24, Country,1,456.0,0.06108814013216124
11298,Teen, Middle School , Urban ,HYFR (Hell Ya Fucking Right),Drake,"Jhené Aiko, Sebastian Yatra, LIT killah, Tears For Fears",248.0,13,Rock,1,248.0,0.18131902041864484
11299,Senior, Middle School , Urban ,Furthest Thing,Drake,A Day To Remember,314.0,24,Dance/Electronic,2,1.0,3.9404036633394903
11300,Senior, Middle School , Urban ,Hell Of A Season,The Black Keys,"Carlos Rivera, Capo Plaza, Normani, Shakira",314.0,24,Dance/Electronic,2,627.0,0.023964849536148223
11301,Adult, Undergraduate , Urban ,Something's Gotta Give,All Time Low,"Wisin & Yandel, Bradley Cooper, Passenger, AJ Tracey, Nicki Nicole",1.0,24, R&B,1,1.0,1.2052522634473297
11302,Elderly, High School , Urban ,Young Dumb & Broke,Khalid,"NCT 127, Stefflon Don, Paulo Londra, Beck",1.0,7,Underground Rap,1,1.0,3.6187234852320396
11303,Senior, Graduate , Urban ,Everybody,Logic,"Gloria Trevi, Kylie Minogue",1.0,7,Underground Rap,1,1.0,1.044478246213801
11304,Senior, Middle School , Urban ,Break Up In A Small Town,Sam Hunt,"DJ Snake, Kings of Leon, Dua Lipa, Iggy Azalea",451.0,24,Classical,2,149.0,0.5325230953736498
11305,Senior, Middle School , Urban ,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,"Creedence Clearwater Revival, Lizzo, Ricky Martin, Quinn XCII, Laura Pausini",451.0,24,Classical,2,753.0,0.648293515713777
11306,Teen, Undergraduate , Non-Urban ,Champions,Kanye West,"Bob Dylan, Oh Wonder",1.0,8,Jazz,2,1.0,0.023339765990421354
11307,Teen, Undergraduate , Non-Urban ,I Don't Get Tired (#IDGT) [feat. August Alsina],Kevin Gates,"Stormzy, Martin Solveig",1.0,10,Jazz,2,1.0,0.8197975101546817
11308,Adult, Graduate , Urban ,High And Low,Empire of the Sun,"MGMT, Sean Kingston, DaBaby, Sam Feldt, Chase Atlantic",484.5,24, Dance/Electronic,2,743.0,2.561308624595099
11309,Adult, Graduate , Urban ,They Don't Give A F**** About Us,2Pac,"Kendrick Lamar, Alejandro Fernández, Maluma, Martin Solveig",484.5,22, Dance/Electronic,2,226.0,4.048599254356565
11310,Young Adult, Middle School , Urban ,Warriors,Imagine Dragons,"Thiaguinho, Yandel, Whitney Houston",863.5,10,Classical,2,1726.0,0.20927760491552994
11311,Young Adult, Middle School , Urban ,Propaganda - Kill The Noise Remix,DJ Snake,"Pablo Alborán, Bryant Myers, Måneskin",863.5,24,Classical,2,1.0,0.4844972999179382
11312,Teen, Undergraduate , Non-Urban ,Panda,Desiigner,"Tame Impala, Dierks Bentley",937.5,24,Classical,2,1648.0,4.66194473524712
11313,Teen, Undergraduate , Non-Urban ,Lay It All On Me (feat. Ed Sheeran),Rudimental,"BONES, blink-182",937.5,24,Classical,2,227.0,37.153098431604654
11314,Young Adult, Middle School , Non-Urban ,F Cancer (Boosie) [feat. Quavo],Young Thug,"Alfredo Olivas, Eslabon Armado",1392.0,24,Hip-Hop,1,1392.0,12.28843050550891
11315,Senior, Graduate , Urban ,Superstition - Single Version,Stevie Wonder,"Lil Tjay, fun.",323.3333333333333,24, Classical,3,968.0,0.8242294376418868
11316,Senior, Graduate , Urban ,Chains,Nick Jonas,"Lil Nas X, Eminem, Ella Henderson",323.3333333333333,24, Classical,3,1.0,0.2379977975330838
11317,Senior, Graduate , Urban ,Ignition - Remix,R. Kelly,"Paramore, Wu-Tang Clan, Bradley Cooper, Kanye West, NF",323.3333333333333,21, Classical,3,1.0,1.8345637013068454
11318,Teen, Graduate , Non-Urban ,Ex,James TW,"Audioslave, Gerardo Ortiz, Black Sabbath, Selena Gomez",306.75,24,RnB,3,615.0,0.8895278655014716
11319,Teen, Graduate , Non-Urban ,Poetic Justice,Kendrick Lamar,"Pedro Capó, Charlie Puth, Talking Heads",306.75,24,RnB,3,173.0,0.08501547663933999
11320,Senior, Middle School , Non-Urban ,Money Trees,Kendrick Lamar,"Muse, Roxette",524.0,12,Rap,1,524.0,0.07637709869011013
11321,Elderly, Undergraduate , Urban ,Planez,Jeremih,Offset,540.0,9, Jazz,2,1010.0,4.036766374920527
11322,Elderly, Undergraduate , Urban ,Up,Desiigner,BTS,540.0,24, Jazz,2,70.0,1.093890633317495
11323,Senior, Graduate , Non-Urban ,Praying,Kesha,"bbno$, MAX, The 1975",425.0,7, Jazz,2,779.0,2.1009479200071075
11324,Senior, Graduate , Non-Urban ,Unforgettable,French Montana,"Disney, Juanes",425.0,7, Jazz,2,71.0,26.245732892637104
11325,Teen, High School , Urban ,Garden Shed,"Tyler, The Creator",DENNIS,281.0,24,Hiphop,1,281.0,36.91335291067552
11326,Young Adult, High School , Urban ,Drop It Like It's Hot,Snoop Dogg,"Cali Y El Dandee, Billie Eilish, Danna Paola",1.0,20,RnB,1,1.0,3.326315771966759
11327,Adult, Undergraduate , Non-Urban ,Are You With Me - Radio Edit,Lost Frequencies,Skepta,1.0,8, Dance/Electronic,1,1.0,1.0314334265676697
11328,Senior, Undergraduate , Urban ,Karate Chop (Remix),Future,"Ne-Yo, Mac DeMarco, Macklemore & Ryan Lewis, The Goo Goo Dolls, Sigala",634.0,24, Classical,2,638.0,0.0357778881136743
11329,Senior, Undergraduate , Urban ,English Rose,Ed Sheeran,"Juan Luis Guerra 4.40, Young Thug, Summer Cem",634.0,24, Classical,2,630.0,0.4934592347722261
11330,Teen, Graduate , Urban ,Sangria,Blake Shelton,"Jessie J, Papa Roach, Avicii",111.0,10,Dance/Electronic,1,222.0,1.1744563687375495
11331,Teen, Graduate , Urban ,"Sledgehammer - From The Motion Picture ""Star Trek Beyond""",Rihanna,"Oasis, Dave, Cigarettes After Sex, Dalex",111.0,24,Dance/Electronic,1,222.0,1.5370067484954548
11332,Elderly, High School , Non-Urban ,Make That Sh*t Work,T-Pain,"Muse, Stormzy, Oliver Heldens, Bibi Blocksberg",1.0,24, Classical,1,1.0,2.653816698533302
11333,Senior, High School , Urban ,Find Love (feat. Dboy),Matoma,"Arizona Zervas, Jonas Blue, B.o.B, Bob Dylan",1118.0,24, Pop,1,1118.0,1.1239076059400936
11334,Senior, Graduate , Urban ,Bounce Back,Big Sean,"Nas, Jowell & Randy, Dominic Fike, Blake Shelton, Annie Lennox",261.3333333333333,7, Folk/Acoustic,3,763.0,0.10548144704487052
11335,Senior, Graduate , Urban ,Heatwave (feat. Akon),Robin Schulz,"ZAYN, Benjamin Blümchen, Sufjan Stevens, Red Velvet",261.3333333333333,9, Folk/Acoustic,3,20.0,4.183673448042482
11336,Senior, Graduate , Urban ,D Rose,Lil Pump,"Lalo Ebratt, 50 Cent, Gavin James, 5 Seconds of Summer",261.3333333333333,24, Folk/Acoustic,3,1.0,2.7512437674067476
11337,Adult, Undergraduate , Non-Urban ,Caroline,Aminé,"Katy Perry, Lil Mosey, Surfaces",133.5,7,RnB,2,266.0,3.8825882233596793
11338,Adult, Undergraduate , Non-Urban ,Still D.R.E.,Dr. Dre,"The National, Hillsong Worship, JID",133.5,24,RnB,2,1.0,0.44676446006568993
11339,Adult, High School , Non-Urban ,Breezeblocks,alt-J,"Beach House, Taio Cruz",172.0,12, Country,1,172.0,0.16767103282474755
11340,Teen, Graduate , Urban ,4422,Drake,"Major Lazer, Jess Glynne, Lil Uzi Vert, Glass Animals, Breaking Benjamin",470.5,7,Classical,2,811.0,32.17737922019322
11341,Teen, Graduate , Urban ,Believer,Imagine Dragons,"Marilyn Manson, TKKG",470.5,24,Classical,2,130.0,0.6192914246479171
11342,Elderly, Middle School , Urban ,Hope On The Rocks,Toby Keith,"Michael Bublé, Tech N9ne, Jowell & Randy",300.5,24,Dance/Electronic,1,601.0,0.6011877286752072
11343,Elderly, Middle School , Urban ,Vivo Por Ella (Vivo Per Lei) - Italian - Spanish Version With Marta Sanchez,Andrea Bocelli,Hombres G,300.5,24,Dance/Electronic,1,601.0,0.522264726691546
11344,Young Adult, Graduate , Urban ,It Just Ain't Right,Ne-Yo,"RAF Camora, Will Smith, Katy Perry, Maroon 5",572.5,24, Classical,2,1.0,0.5390529023453443
11345,Young Adult, Graduate , Urban ,Fastest Girl in Town,Miranda Lambert,"JID, Ruth B., Steve Lacy, Alessia Cara, Melendi",572.5,24, Classical,2,1144.0,8.232432666438292
11346,Teen, Middle School , Non-Urban ,Dog Days Are Over,Florence + The Machine,"Kanye West, Tina Turner, Zara Larsson, Danny Ocean, Miley Cyrus",1.0,15,Dance/Electronic,2,1.0,3.014654471241392
11347,Teen, Middle School , Non-Urban ,Last Word,Elevation Worship,El Alfa,1.0,24,Dance/Electronic,2,1.0,1.0017517349515443
11348,Teen, Middle School , Urban ,I Still Haven't Found What I'm Looking For,U2,Summer Walker,59.5,24, Dance/Electronic,2,1.0,0.16113085067384214
11349,Teen, Middle School , Urban ,Some Nights,fun.,B.o.B,59.5,12, Dance/Electronic,2,118.0,1.084432263167441
11350,Elderly, Middle School , Urban ,Vaivén,Daddy Yankee,"LUDMILLA, Duran Duran, Don Omar",180.5,24,Classical,2,360.0,0.5890276068959489
11351,Elderly, Middle School , Urban ,It’s Only,ODESZA,"Destiny's Child, MEDUZA, R. Kelly",180.5,24,Classical,2,1.0,0.10096874403259357
11352,Senior, Graduate , Non-Urban ,Young Girls,Bruno Mars,"Dierks Bentley, Gavin James, Central Cee, The Head And The Heart",967.5,12, Classical,2,432.0,1.9857401328523345
11353,Senior, Graduate , Non-Urban ,White Horse,Taylor Swift,"Yusuf / Cat Stevens, Ludovico Einaudi, Ezhel, Rae Sremmurd",967.5,16, Classical,2,1503.0,0.9732228484590169
11354,Senior, Graduate , Urban ,Legend,Drake,"Coldplay, Chelsea Cutler, Gym Class Heroes, Jack Johnson",383.0,9, Classical,2,1.0,19.868670025459434
11355,Senior, Graduate , Urban ,T-Shirt,Thomas Rhett,"Joan Sebastian, Zedd, Zion & Lennox, Martin Garrix",383.0,9, Classical,2,765.0,1.3607116347958066
11356,Young Adult, High School , Urban ,There Ain't No Good Chain Gang,Johnny Cash,"Rudimental, Nat King Cole",8.333333333333334,46, Dance/Electronic,3,1.0,0.08010154382539322
11357,Young Adult, High School , Urban ,You're Still The One,Shania Twain,"Paul Simon, Lykke Li, Nick Jonas",8.333333333333334,24, Dance/Electronic,3,1.0,11.397618186508584
11358,Young Adult, High School , Urban ,Closer,The Chainsmokers,"Eric Church, Snoop Dogg",8.333333333333334,8, Dance/Electronic,3,23.0,1.26570048003454
11359,Teen, Graduate , Urban ,Love Yourself,Justin Bieber,"Apache 207, Sia, Sting, David Bisbal, U2",578.5,24,Dark Trap,2,1156.0,1.9738592185207078
11360,Teen, Graduate , Urban ,Look At Me!,XXXTENTACION,"Maná, ITZY, Lil Yachty, Apache 207",578.5,7,Dark Trap,2,1.0,2.803088792266066
11361,Senior, Middle School , Non-Urban ,With Or Without You,U2,"a-ha, Los Tucanes De Tijuana, Bad Bunny",1.0,24,Classical,1,1.0,0.2676864595672668
11362,Elderly, Middle School , Urban ,Make It Rain,Ed Sheeran,"The Rolling Stones, Baby Keem, Billy Joel, The Strokes",340.5,11,Dance/Electronic,2,1.0,0.6789595217103082
11363,Elderly, Middle School , Urban ,Say You Do - House Robot Re-Edit,Sigala,"The Cranberries, Dave, Pop Smoke, Salmo, Ruth B.",340.5,24,Dance/Electronic,2,680.0,0.3265025598575948
11364,Senior, Graduate , Non-Urban ,Strip,Chris Brown,"Avril Lavigne, Niska, Anderson .Paak",341.3333333333333,24, Folk/Acoustic,3,623.0,2.960130724128343
11365,Senior, Graduate , Non-Urban ,Crazy Love,Van Morrison,"ZZ Top, 2Pac, Bruno & Marrone, EXO, Chris Young",341.3333333333333,54, Folk/Acoustic,3,101.0,0.06521442744761116
11366,Senior, Graduate , Non-Urban ,The Hills,The Weeknd,"Seether, Bastille, Jeezy",341.3333333333333,24, Folk/Acoustic,3,300.0,2.2392195829935835
11367,Adult, High School , Non-Urban ,What About Your Friends,TLC,"Skrillex, Rudimental, Dolly Parton, Lil Pump",1.0,32, Rock,1,1.0,0.26015461242799226
11368,Senior, Graduate , Urban ,New Divide,Linkin Park,"Tori Kelly, NAV, Mora, Jaden, Kehlani",200.0,17, Pop,3,35.0,3438.2832413479096
11369,Elderly, Graduate , Non-Urban ,Paranoid (feat. B.o.B),Ty Dolla $ign,Reik,885.3333333333334,11,RnB,2,1598.0,1.577925800527275
11370,Elderly, Graduate , Non-Urban ,Marvins Room,Drake,NEFFEX,885.3333333333334,13,RnB,2,1058.0,0.07042888804110567
11371,Elderly, Graduate , Non-Urban ,Because Of You,Ne-Yo,"Niall Horan, Britney Spears, Melendi, WALK THE MOON",885.3333333333334,24,RnB,2,1058.0,1.957451447187502
11372,Young Adult, Graduate , Urban ,PRBLMS,6LACK,"Diego & Victor Hugo, The Jackson 5, Maria Becerra, A Boogie Wit da Hoodie",139.0,8, Rock,1,139.0,0.12103241889573928
11373,Adult, Undergraduate , Urban ,Old Thing Back (feat. Ja Rule and Ralph Tresvant),Matoma,"Sido, Taylor Swift, Tom Petty and the Heartbreakers",35.5,9, Classical,2,70.0,1.5794305293001116
11374,Adult, Undergraduate , Urban ,Coffee (F***ing),Miguel,"Dr. Dre, Sam Feldt, Cher, KALEO",35.5,24, Classical,2,1.0,3.82941045734812
11375,Senior, Middle School , Non-Urban ,How It's Done,Maren Morris,"Mc Don Juan, Chase Atlantic, Marc Anthony, Trippie Redd, Santa Fe Klan",1.0,24,Dance/Electronic,2,1.0,2.0735165745746365
11376,Senior, Middle School , Non-Urban ,Childs Play (feat. Chance the Rapper),SZA,"Maroon 5, Regard",1.0,10,Dance/Electronic,2,1.0,1.1601267393790646
